ano;cnae_2_descricao_secao;media_idade;variable
2007;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;31.30188679245283;Demissões
2007;Alojamento E Alimentação;29.818892362661902;Demissões
2007;Artes, Cultura, Esporte E Recreação;28.931407942238266;Demissões
2007;Atividades Administrativas E Serviços Complementares;30.52583485628842;Demissões
2007;Atividades Financeiras, De Seguros E Serviços Relacionados;30.46282973621103;Demissões
2007;Atividades Imobiliárias;30.67105263157895;Demissões
2007;Atividades Profissionais, Científicas E Técnicas;29.04375;Demissões
2007;"Comércio; Reparação De Veículos Automotores E Motocicletas";28.062468041588545;Demissões
2007;Construção;34.95650372825187;Demissões
2007;Educação;33.209968186638385;Demissões
2007;Indústrias De Transformação;32.07392197125257;Demissões
2007;Informação E Comunicação;30.810126582278482;Demissões
2007;Outras Atividades De Serviços;33.69379014989293;Demissões
2007;Saúde Humana E Serviços Sociais;31.661218424962854;Demissões
2007;Serviços Domésticos;24.0;Demissões
2007;Transporte, Armazenagem E Correio;33.162955713237096;Demissões
2007;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;34.90625;Demissões
2008;Administração Pública, Defesa E Seguridade Social;40.010473235065945;Demissões
2008;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;29.94984326018809;Demissões
2008;Alojamento E Alimentação;30.27742946708464;Demissões
2008;Artes, Cultura, Esporte E Recreação;26.449494949494948;Demissões
2008;Atividades Administrativas E Serviços Complementares;31.50049778260476;Demissões
2008;Atividades Financeiras, De Seguros E Serviços Relacionados;29.129682997118156;Demissões
2008;Atividades Imobiliárias;29.866666666666667;Demissões
2008;Atividades Profissionais, Científicas E Técnicas;28.446153846153845;Demissões
2008;"Comércio; Reparação De Veículos Automotores E Motocicletas";28.371911325668552;Demissões
2008;Construção;34.30662214802449;Demissões
2008;Educação;34.8109627547435;Demissões
2008;Indústrias De Transformação;31.76459535632801;Demissões
2008;Indústrias Extrativas;31.2;Demissões
2008;Informação E Comunicação;31.813064259160914;Demissões
2008;Organismos Internacionais E Outras Instituições Extraterritoriais;52.0;Demissões
2008;Outras Atividades De Serviços;30.246753246753247;Demissões
2008;Saúde Humana E Serviços Sociais;31.25760649087221;Demissões
2008;Serviços Domésticos;34.833333333333336;Demissões
2008;Transporte, Armazenagem E Correio;32.36372114712054;Demissões
2008;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;35.44444444444444;Demissões
2009;Administração Pública, Defesa E Seguridade Social;40.9073534175575;Demissões
2009;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;30.0;Demissões
2009;Alojamento E Alimentação;30.708071278825997;Demissões
2009;Artes, Cultura, Esporte E Recreação;27.290076335877863;Demissões
2009;Atividades Administrativas E Serviços Complementares;30.83517921868707;Demissões
2009;Atividades Financeiras, De Seguros E Serviços Relacionados;32.51783893985729;Demissões
2009;Atividades Imobiliárias;32.84313725490196;Demissões
2009;Atividades Profissionais, Científicas E Técnicas;30.6047197640118;Demissões
2009;"Comércio; Reparação De Veículos Automotores E Motocicletas";28.558902983321587;Demissões
2009;Construção;34.3042189281642;Demissões
2009;Educação;34.700066357000665;Demissões
2009;Eletricidade E Gás;43.0;Demissões
2009;Indústrias De Transformação;33.01085375405617;Demissões
2009;Informação E Comunicação;31.018587360594797;Demissões
2009;Organismos Internacionais E Outras Instituições Extraterritoriais;25.285714285714285;Demissões
2009;Outras Atividades De Serviços;31.664759725400458;Demissões
2009;Saúde Humana E Serviços Sociais;31.74376199616123;Demissões
2009;Serviços Domésticos;42.0;Demissões
2009;Transporte, Armazenagem E Correio;32.2320710810239;Demissões
2009;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;35.9;Demissões
2010;Administração Pública, Defesa E Seguridade Social;42.60917600122756;Demissões
2010;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;23.5;Demissões
2010;Alojamento E Alimentação;29.853501318488135;Demissões
2010;Artes, Cultura, Esporte E Recreação;29.121951219512194;Demissões
2010;Atividades Administrativas E Serviços Complementares;29.326685934489404;Demissões
2010;Atividades Financeiras, De Seguros E Serviços Relacionados;29.035424354243542;Demissões
2010;Atividades Imobiliárias;32.15432098765432;Demissões
2010;Atividades Profissionais, Científicas E Técnicas;30.848337388483372;Demissões
2010;"Comércio; Reparação De Veículos Automotores E Motocicletas";28.230409812128883;Demissões
2010;Construção;33.66791930379747;Demissões
2010;Educação;34.742712294043095;Demissões
2010;Eletricidade E Gás;27.0;Demissões
2010;Indústrias De Transformação;31.77378954163977;Demissões
2010;Informação E Comunicação;29.591879593979698;Demissões
2010;Organismos Internacionais E Outras Instituições Extraterritoriais;25.275;Demissões
2010;Outras Atividades De Serviços;32.05614714424008;Demissões
2010;Saúde Humana E Serviços Sociais;34.00327868852459;Demissões
2010;Serviços Domésticos;41.333333333333336;Demissões
2010;Transporte, Armazenagem E Correio;33.27482993197279;Demissões
2010;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;34.22941176470588;Demissões
2011;Administração Pública, Defesa E Seguridade Social;41.258144408458755;Demissões
2011;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;26.0;Demissões
2011;Alojamento E Alimentação;30.0658159838818;Demissões
2011;Artes, Cultura, Esporte E Recreação;26.17180616740088;Demissões
2011;Atividades Administrativas E Serviços Complementares;30.035965598123536;Demissões
2011;Atividades Financeiras, De Seguros E Serviços Relacionados;31.938069216757743;Demissões
2011;Atividades Imobiliárias;32.616279069767444;Demissões
2011;Atividades Profissionais, Científicas E Técnicas;29.66618808327351;Demissões
2011;"Comércio; Reparação De Veículos Automotores E Motocicletas";28.383514117084065;Demissões
2011;Construção;33.78012092611709;Demissões
2011;Educação;34.09286523216308;Demissões
2011;Indústrias De Transformação;31.72017673048601;Demissões
2011;Indústrias Extrativas;56.0;Demissões
2011;Informação E Comunicação;29.282675814751286;Demissões
2011;Outras Atividades De Serviços;32.975494816211125;Demissões
2011;Saúde Humana E Serviços Sociais;31.69942196531792;Demissões
2011;Serviços Domésticos;35.0;Demissões
2011;Transporte, Armazenagem E Correio;33.20415400202634;Demissões
2011;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;35.27906976744186;Demissões
2012;Administração Pública, Defesa E Seguridade Social;42.97312005277045;Demissões
2012;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;27.571428571428573;Demissões
2012;Alojamento E Alimentação;30.96728624535316;Demissões
2012;Artes, Cultura, Esporte E Recreação;28.741830065359476;Demissões
2012;Atividades Administrativas E Serviços Complementares;29.86221950580634;Demissões
2012;Atividades Financeiras, De Seguros E Serviços Relacionados;31.490521327014218;Demissões
2012;Atividades Imobiliárias;32.317708333333336;Demissões
2012;Atividades Profissionais, Científicas E Técnicas;30.675962815405047;Demissões
2012;"Comércio; Reparação De Veículos Automotores E Motocicletas";28.60480234022671;Demissões
2012;Construção;33.28034767236299;Demissões
2012;Educação;32.620235934664244;Demissões
2012;Indústrias De Transformação;32.408345925839825;Demissões
2012;Indústrias Extrativas;36.38383838383838;Demissões
2012;Informação E Comunicação;30.851063829787233;Demissões
2012;Outras Atividades De Serviços;32.182214472537055;Demissões
2012;Saúde Humana E Serviços Sociais;31.34611650485437;Demissões
2012;Serviços Domésticos;34.17391304347826;Demissões
2012;Transporte, Armazenagem E Correio;33.27079466846634;Demissões
2012;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;34.2710843373494;Demissões
2013;Administração Pública, Defesa E Seguridade Social;42.698015873015876;Demissões
2013;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;28.03846153846154;Demissões
2013;Alojamento E Alimentação;31.08293655187687;Demissões
2013;Artes, Cultura, Esporte E Recreação;27.373684210526317;Demissões
2013;Atividades Administrativas E Serviços Complementares;31.454716658106488;Demissões
2013;Atividades Financeiras, De Seguros E Serviços Relacionados;35.32275132275132;Demissões
2013;Atividades Imobiliárias;31.989795918367346;Demissões
2013;Atividades Profissionais, Científicas E Técnicas;30.714396887159534;Demissões
2013;"Comércio; Reparação De Veículos Automotores E Motocicletas";28.86248002418693;Demissões
2013;Construção;32.90228389708008;Demissões
2013;Educação;32.06753990994679;Demissões
2013;Eletricidade E Gás;32.0;Demissões
2013;Indústrias De Transformação;32.07719389750945;Demissões
2013;Indústrias Extrativas;36.558282208588956;Demissões
2013;Informação E Comunicação;30.75553818087047;Demissões
2013;Organismos Internacionais E Outras Instituições Extraterritoriais;32.642857142857146;Demissões
2013;Outras Atividades De Serviços;31.36485580147552;Demissões
2013;Saúde Humana E Serviços Sociais;32.25505188421628;Demissões
2013;Serviços Domésticos;40.0;Demissões
2013;Transporte, Armazenagem E Correio;32.57828319882612;Demissões
2013;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;34.02956989247312;Demissões
2014;Administração Pública, Defesa E Seguridade Social;41.77508004268943;Demissões
2014;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;24.8;Demissões
2014;Alojamento E Alimentação;27.031871701177426;Demissões
2014;Artes, Cultura, Esporte E Recreação;29.444444444444443;Demissões
2014;Atividades Administrativas E Serviços Complementares;29.881126718469815;Demissões
2014;Atividades Financeiras, De Seguros E Serviços Relacionados;33.93076374018558;Demissões
2014;Atividades Imobiliárias;33.26502732240437;Demissões
2014;Atividades Profissionais, Científicas E Técnicas;30.890461997019376;Demissões
2014;"Comércio; Reparação De Veículos Automotores E Motocicletas";28.852869463954292;Demissões
2014;Construção;33.85190476190476;Demissões
2014;Educação;28.995157384987895;Demissões
2014;Eletricidade E Gás;33.0;Demissões
2014;Indústrias De Transformação;32.226635851509464;Demissões
2014;Indústrias Extrativas;37.57142857142857;Demissões
2014;Informação E Comunicação;30.81650919940328;Demissões
2014;Organismos Internacionais E Outras Instituições Extraterritoriais;32.65;Demissões
2014;Outras Atividades De Serviços;32.70773638968481;Demissões
2014;Saúde Humana E Serviços Sociais;31.80521472392638;Demissões
2014;Serviços Domésticos;30.285714285714285;Demissões
2014;Transporte, Armazenagem E Correio;33.26151410477836;Demissões
2014;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;33.253369272237194;Demissões
2015;Administração Pública, Defesa E Seguridade Social;43.55571861853048;Demissões
2015;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;19.818181818181817;Demissões
2015;Alojamento E Alimentação;28.167288847410173;Demissões
2015;Artes, Cultura, Esporte E Recreação;30.759562841530055;Demissões
2015;Atividades Administrativas E Serviços Complementares;30.774457238287773;Demissões
2015;Atividades Financeiras, De Seguros E Serviços Relacionados;33.35160202360877;Demissões
2015;Atividades Imobiliárias;33.513888888888886;Demissões
2015;Atividades Profissionais, Científicas E Técnicas;32.01323119777159;Demissões
2015;"Comércio; Reparação De Veículos Automotores E Motocicletas";29.488804192472607;Demissões
2015;Construção;33.782210401891255;Demissões
2015;Educação;31.51492799438005;Demissões
2015;Eletricidade E Gás;28.785714285714285;Demissões
2015;Indústrias De Transformação;33.553297855184645;Demissões
2015;Indústrias Extrativas;35.93478260869565;Demissões
2015;Informação E Comunicação;32.47008066028888;Demissões
2015;Organismos Internacionais E Outras Instituições Extraterritoriais;31.666666666666668;Demissões
2015;Outras Atividades De Serviços;34.028985507246375;Demissões
2015;Saúde Humana E Serviços Sociais;32.19663573085847;Demissões
2015;Serviços Domésticos;38.888888888888886;Demissões
2015;Transporte, Armazenagem E Correio;34.196520118067426;Demissões
2015;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;35.25396825396825;Demissões
2016;Administração Pública, Defesa E Seguridade Social;42.72791312004696;Demissões
2016;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;26.608695652173914;Demissões
2016;Alojamento E Alimentação;28.75635359116022;Demissões
2016;Artes, Cultura, Esporte E Recreação;28.918367346938776;Demissões
2016;Atividades Administrativas E Serviços Complementares;31.820347394540942;Demissões
2016;Atividades Financeiras, De Seguros E Serviços Relacionados;38.47861965491373;Demissões
2016;Atividades Imobiliárias;33.421052631578945;Demissões
2016;Atividades Profissionais, Científicas E Técnicas;33.1353919239905;Demissões
2016;"Comércio; Reparação De Veículos Automotores E Motocicletas";30.251976959875037;Demissões
2016;Construção;34.778033541598155;Demissões
2016;Educação;33.45888704318937;Demissões
2016;Eletricidade E Gás;37.0;Demissões
2016;Indústrias De Transformação;35.28492678725237;Demissões
2016;Indústrias Extrativas;36.47899159663866;Demissões
2016;Informação E Comunicação;33.23136388735505;Demissões
2016;Organismos Internacionais E Outras Instituições Extraterritoriais;22.0;Demissões
2016;Outras Atividades De Serviços;35.65928659286593;Demissões
2016;Saúde Humana E Serviços Sociais;32.67089947089947;Demissões
2016;Serviços Domésticos;43.0;Demissões
2016;Transporte, Armazenagem E Correio;34.7778700435956;Demissões
2016;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;34.13620071684588;Demissões
2017;Administração Pública, Defesa E Seguridade Social;44.63341067285383;Demissões
2017;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;30.571428571428573;Demissões
2017;Alojamento E Alimentação;28.927261613691932;Demissões
2017;Artes, Cultura, Esporte E Recreação;29.643598615916954;Demissões
2017;Atividades Administrativas E Serviços Complementares;32.34383335450273;Demissões
2017;Atividades Financeiras, De Seguros E Serviços Relacionados;44.31858407079646;Demissões
2017;Atividades Imobiliárias;31.636363636363637;Demissões
2017;Atividades Profissionais, Científicas E Técnicas;32.1690414507772;Demissões
2017;"Comércio; Reparação De Veículos Automotores E Motocicletas";30.925834891798022;Demissões
2017;Construção;36.46025459688826;Demissões
2017;Educação;36.67430025445292;Demissões
2017;Indústrias De Transformação;35.29072929542645;Demissões
2017;Indústrias Extrativas;40.31353135313531;Demissões
2017;Informação E Comunicação;33.29678510998308;Demissões
2017;Organismos Internacionais E Outras Instituições Extraterritoriais;28.0;Demissões
2017;Outras Atividades De Serviços;35.82828282828283;Demissões
2017;Saúde Humana E Serviços Sociais;35.64423740510697;Demissões
2017;Serviços Domésticos;44.5;Demissões
2017;Transporte, Armazenagem E Correio;35.41388485728108;Demissões
2017;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;33.27272727272727;Demissões
2018;Administração Pública, Defesa E Seguridade Social;42.686162624821684;Demissões
2018;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;37.25;Demissões
2018;Alojamento E Alimentação;29.757203994293867;Demissões
2018;Artes, Cultura, Esporte E Recreação;32.63076923076923;Demissões
2018;Atividades Administrativas E Serviços Complementares;32.55639503507825;Demissões
2018;Atividades Financeiras, De Seguros E Serviços Relacionados;35.91919191919192;Demissões
2018;Atividades Imobiliárias;32.355555555555554;Demissões
2018;Atividades Profissionais, Científicas E Técnicas;30.39097744360902;Demissões
2018;"Comércio; Reparação De Veículos Automotores E Motocicletas";31.060548822078808;Demissões
2018;Construção;34.470252887004825;Demissões
2018;Educação;36.044713553795994;Demissões
2018;Indústrias De Transformação;35.00078390384113;Demissões
2018;Indústrias Extrativas;35.69117647058823;Demissões
2018;Informação E Comunicação;32.8013816925734;Demissões
2018;Outras Atividades De Serviços;37.634204275534444;Demissões
2018;Saúde Humana E Serviços Sociais;35.70417789757413;Demissões
2018;Serviços Domésticos;44.0;Demissões
2018;Transporte, Armazenagem E Correio;35.37912813738441;Demissões
2018;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;35.004464285714285;Demissões
2019;Administração Pública, Defesa E Seguridade Social;41.97516930022574;Demissões
2019;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;34.375;Demissões
2019;Alojamento E Alimentação;29.42460732984293;Demissões
2019;Artes, Cultura, Esporte E Recreação;31.983805668016196;Demissões
2019;Atividades Administrativas E Serviços Complementares;33.33806557042182;Demissões
2019;Atividades Financeiras, De Seguros E Serviços Relacionados;38.652956298200515;Demissões
2019;Atividades Imobiliárias;34.35960591133005;Demissões
2019;Atividades Profissionais, Científicas E Técnicas;29.4286772878844;Demissões
2019;"Comércio; Reparação De Veículos Automotores E Motocicletas";31.16491943311978;Demissões
2019;Construção;35.68150925708929;Demissões
2019;Educação;36.44733420026008;Demissões
2019;Indústrias De Transformação;36.208006603384234;Demissões
2019;Indústrias Extrativas;41.12328767123287;Demissões
2019;Informação E Comunicação;33.134224288204535;Demissões
2019;Outras Atividades De Serviços;35.65105386416862;Demissões
2019;Saúde Humana E Serviços Sociais;33.575851393188856;Demissões
2019;Serviços Domésticos;60.0;Demissões
2019;Transporte, Armazenagem E Correio;36.05847707193942;Demissões
2019;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;35.0;Demissões
2020;Administração Pública, Defesa E Seguridade Social;44.85087719298246;Demissões
2020;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;24.0;Demissões
2020;Alojamento E Alimentação;30.631997642899233;Demissões
2020;Artes, Cultura, Esporte E Recreação;31.495114006514658;Demissões
2020;Atividades Administrativas E Serviços Complementares;32.50190726455879;Demissões
2020;Atividades Financeiras, De Seguros E Serviços Relacionados;36.094027202838554;Demissões
2020;Atividades Imobiliárias;34.50810810810811;Demissões
2020;Atividades Profissionais, Científicas E Técnicas;30.687205819426616;Demissões
2020;"Comércio; Reparação De Veículos Automotores E Motocicletas";31.627918377351552;Demissões
2020;Construção;36.27242076871207;Demissões
2020;Educação;37.64597544338336;Demissões
2020;Indústrias De Transformação;36.32579403272377;Demissões
2020;Informação E Comunicação;35.05995085995086;Demissões
2020;Outras Atividades De Serviços;36.28;Demissões
2020;Saúde Humana E Serviços Sociais;33.30534918276374;Demissões
2020;Transporte, Armazenagem E Correio;36.350474683544306;Demissões
2020;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;38.84848484848485;Demissões
2021;Administração Pública, Defesa E Seguridade Social;46.00709219858156;Demissões
2021;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;40.285714285714285;Demissões
2021;Alojamento E Alimentação;29.4541093700032;Demissões
2021;Artes, Cultura, Esporte E Recreação;31.01498127340824;Demissões
2021;Atividades Administrativas E Serviços Complementares;32.06763833992095;Demissões
2021;Atividades Financeiras, De Seguros E Serviços Relacionados;33.1536523929471;Demissões
2021;Atividades Imobiliárias;32.464285714285715;Demissões
2021;Atividades Profissionais, Científicas E Técnicas;30.75598086124402;Demissões
2021;"Comércio; Reparação De Veículos Automotores E Motocicletas";30.980417613329006;Demissões
2021;Construção;36.152804642166345;Demissões
2021;Educação;36.96169711255156;Demissões
2021;Indústrias De Transformação;35.101797805276675;Demissões
2021;Informação E Comunicação;33.844617632732586;Demissões
2021;Outras Atividades De Serviços;35.78600823045267;Demissões
2021;Saúde Humana E Serviços Sociais;34.24566768603466;Demissões
2021;Transporte, Armazenagem E Correio;34.635692956262076;Demissões
2021;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;35.67487684729064;Demissões
2022;Administração Pública, Defesa E Seguridade Social;45.18181818181818;Demissões
2022;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;29.636363636363637;Demissões
2022;Alojamento E Alimentação;29.319027808189183;Demissões
2022;Artes, Cultura, Esporte E Recreação;30.409252669039144;Demissões
2022;Atividades Administrativas E Serviços Complementares;31.651401374933897;Demissões
2022;Atividades Financeiras, De Seguros E Serviços Relacionados;32.578947368421055;Demissões
2022;Atividades Imobiliárias;34.669064748201436;Demissões
2022;Atividades Profissionais, Científicas E Técnicas;31.16269906419307;Demissões
2022;"Comércio; Reparação De Veículos Automotores E Motocicletas";30.873603786903626;Demissões
2022;Construção;35.93908547422847;Demissões
2022;Educação;36.51109215017065;Demissões
2022;Indústrias De Transformação;34.198305821025194;Demissões
2022;Informação E Comunicação;32.938136826783115;Demissões
2022;Outras Atividades De Serviços;34.89235412474849;Demissões
2022;Saúde Humana E Serviços Sociais;33.403797921891794;Demissões
2022;Transporte, Armazenagem E Correio;34.766358073120976;Demissões
2022;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;34.976284584980235;Demissões
2023;Administração Pública, Defesa E Seguridade Social;47.44444444444444;Demissões
2023;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;29.605263157894736;Demissões
2023;Alojamento E Alimentação;29.285229921593558;Demissões
2023;Artes, Cultura, Esporte E Recreação;31.463659147869674;Demissões
2023;Atividades Administrativas E Serviços Complementares;31.564591120430304;Demissões
2023;Atividades Financeiras, De Seguros E Serviços Relacionados;33.334932054356514;Demissões
2023;Atividades Imobiliárias;32.59307359307359;Demissões
2023;Atividades Profissionais, Científicas E Técnicas;31.494490082147866;Demissões
2023;"Comércio; Reparação De Veículos Automotores E Motocicletas";30.94352061812379;Demissões
2023;Construção;36.11274668392106;Demissões
2023;Educação;37.225071225071225;Demissões
2023;Indústrias De Transformação;34.63971551562793;Demissões
2023;Indústrias Extrativas;55.0;Demissões
2023;Informação E Comunicação;32.48945483485873;Demissões
2023;Outras Atividades De Serviços;33.14244741873805;Demissões
2023;Saúde Humana E Serviços Sociais;30.72057971014493;Demissões
2023;Transporte, Armazenagem E Correio;34.196342392684784;Demissões
2023;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;35.95738636363637;Demissões
2024;Administração Pública, Defesa E Seguridade Social;44.916666666666664;Demissões
2024;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;33.95;Demissões
2024;Alojamento E Alimentação;29.914129443938013;Demissões
2024;Artes, Cultura, Esporte E Recreação;31.37621359223301;Demissões
2024;Atividades Administrativas E Serviços Complementares;33.08319437827537;Demissões
2024;Atividades Financeiras, De Seguros E Serviços Relacionados;34.18916827852998;Demissões
2024;Atividades Imobiliárias;32.341911764705884;Demissões
2024;Atividades Profissionais, Científicas E Técnicas;32.62375790424571;Demissões
2024;"Comércio; Reparação De Veículos Automotores E Motocicletas";30.99577902843602;Demissões
2024;Construção;35.77518597906948;Demissões
2024;Educação;37.40083333333333;Demissões
2024;Indústrias De Transformação;34.8587962962963;Demissões
2024;Informação E Comunicação;32.85139627659574;Demissões
2024;Outras Atividades De Serviços;33.105854049719326;Demissões
2024;Saúde Humana E Serviços Sociais;30.734668335419276;Demissões
2024;Transporte, Armazenagem E Correio;32.91953286334829;Demissões
2024;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;36.12931034482759;Demissões
